price_id,component_type,vendor,category,model,capacity_gb,price_eur,price_type,market,currency,source,observed_at,valid_until,notes
ram|memory|Textorm 16 GB (2x 8 GB) DDR4 3200 MHz CL16|16|,ram,memory,DDR4,Textorm 16 GB (2x 8 GB) DDR4 3200 MHz CL16,16,162.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|Textorm 8 GB DDR4 3200 MHz CL16|8|,ram,memory,DDR4,Textorm 8 GB DDR4 3200 MHz CL16,8,76.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|Textorm SO-DIMM 16 GB DDR4 3200 MHz CL22|16|,ram,memory,DDR4,Textorm SO-DIMM 16 GB DDR4 3200 MHz CL22,16,124.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|Corsair Vengeance DDR5 16 GB (2 x 8 GB) 5200 MHz CL40 - Negro|16|,ram,memory,DDR5,Corsair Vengeance DDR5 16 GB (2 x 8 GB) 5200 MHz CL40 - Negro,16,249.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|G.Skill Flare X5 Series 32 GB (2x 16 GB) DDR5 6000 MHz CL36|32|,ram,memory,DDR5,G.Skill Flare X5 Series 32 GB (2x 16 GB) DDR5 6000 MHz CL36,32,568.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|G.Skill Flare X5 Series Low Profile 16 GB DDR5 6000 MHz CL30 (Bulk)|16|,ram,memory,DDR5,G.Skill Flare X5 Series Low Profile 16 GB DDR5 6000 MHz CL30 (Bulk),16,287.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|G.Skill Trident Z5 48GB (2 x 24GB) DDR5 7200 MHz CL36 - Negro|48|,ram,memory,DDR5,G.Skill Trident Z5 48GB (2 x 24GB) DDR5 7200 MHz CL36 - Negro,48,980.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|Kingston FURY Beast 16 GB (2 x 8 GB) DDR5 5600 MHz CL36|16|,ram,memory,DDR5,Kingston FURY Beast 16 GB (2 x 8 GB) DDR5 5600 MHz CL36,16,287.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|Kingston FURY Beast 16GB (2 x 8GB) DDR5 6000 MHz CL30|16|,ram,memory,DDR5,Kingston FURY Beast 16GB (2 x 8GB) DDR5 6000 MHz CL30,16,287.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|Kingston FURY Beast 32GB (2 x 16GB) DDR5 6000 MHz CL30|32|,ram,memory,DDR5,Kingston FURY Beast 32GB (2 x 16GB) DDR5 6000 MHz CL30,32,604.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|Kingston FURY Beast RGB 16GB (2 x 8GB) DDR5 6000 MHz CL30|16|,ram,memory,DDR5,Kingston FURY Beast RGB 16GB (2 x 8GB) DDR5 6000 MHz CL30,16,316.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|Kingston FURY Beast RGB 32GB (2 x 16GB) DDR5 6000 MHz CL30|32|,ram,memory,DDR5,Kingston FURY Beast RGB 32GB (2 x 16GB) DDR5 6000 MHz CL30,32,566.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|Kingston FURY Beast RGB 32GB (2 x 16GB) DDR5 6000 MHz CL30 - Blanco|32|,ram,memory,DDR5,Kingston FURY Beast RGB 32GB (2 x 16GB) DDR5 6000 MHz CL30 - Blanco,32,614.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
ram|memory|Memoria RAM - SAMSUNG M425R2GA3BB0-CWMOD|16|,ram,memory,DDR5,Memoria RAM - SAMSUNG M425R2GA3BB0-CWMOD,16,189.00,observed,Spain,EUR,MediaMarkt España,2026-08-15,,monthly automated observation; source_id=ES-MEDIAMARKT
ram|memory|Memoria RAM - XPG CASTER DDR5|16|,ram,memory,DDR5,Memoria RAM - XPG CASTER DDR5,16,263.13,observed,Spain,EUR,MediaMarkt España,2026-08-15,,monthly automated observation; source_id=ES-MEDIAMARKT
ram|memory|Memorias ram - CRUCIAL SODIMM DDR5 CT16G56C46S5|16|,ram,memory,DDR5,Memorias ram - CRUCIAL SODIMM DDR5 CT16G56C46S5,16,255.44,observed,Spain,EUR,MediaMarkt España,2026-08-15,,monthly automated observation; source_id=ES-MEDIAMARKT
ram|memory|Textorm 16 GB (2x 8 GB) DDR5 5600 MHz CL46|16|,ram,memory,DDR5,Textorm 16 GB (2x 8 GB) DDR5 5600 MHz CL46,16,268.00,observed,Spain,EUR,LDLC España,2026-08-15,,monthly automated observation; source_id=EU-LDLC
